w,G,lldg,L
0.13183799999999998,2659.0299999999997,0.24642,9639.740399999999
0.174462,1017.17,0.13126,5070.3027999999995
0.17396999999999999,2475.4300000000003,0.19546,7980.41
0.152442,1244.97,0.26366,6602.3788
0.121206,1292.23,0.19554,6012.99
0.144234,1200.77,0.21706,9929.4116
0.16311,1986.17,0.27698,6282.5684
0.12953399999999998,2518.95,0.28798,3809.4796
0.164178,2396.55,0.2487,6069.9196
0.15631799999999998,1111.69,0.11414,9832.2964
0.132462,1579.19,0.10046000000000001,9542.6252
0.12389399999999999,2244.91,0.10786000000000001,6749.726000000001
0.161418,1211.31,0.15682000000000001,9696.67
0.146886,1953.19,0.10498,5865.6428
0.159654,1854.5900000000001,0.25961999999999996,4711.9812
0.13455,1571.03,0.17454,3548.2732
0.137634,1698.19,0.15538,5939.3164
0.15173399999999998,2492.09,0.20262,8554.7292
0.154434,1547.23,0.1735,10101.8748
0.152118,1048.11,0.24861999999999998,6516.9844
0.16917,1436.3899999999999,0.13954,8239.942
0.14451,2062.33,0.2955,4445.7516
0.12168599999999999,2528.13,0.17258,8621.7052
0.149394,2473.73,0.21526,7265.4412
0.16377,2540.71,0.19369999999999998,5018.3964
0.175374,1851.53,0.25842,6113.454
0.177462,1132.77,0.18686,10681.2172
0.13777799999999998,2522.35,0.13098,4715.33
0.136662,1522.41,0.14954,11330.8844
0.17132999999999998,1127.33,0.1789,4415.6124
0.17295,2566.21,0.19718,7262.0924
0.12219,2173.51,0.2339,4825.8404
0.132414,1392.53,0.10758000000000001,3775.9916000000003
0.170154,2163.99,0.19834000000000002,7546.7404
0.123198,1046.07,0.17786,11345.954
0.128826,2627.75,0.28702,5550.855600000001
0.168018,2075.25,0.11218,7498.1828000000005
0.137166,1236.47,0.1349,6205.546
0.128142,2019.15,0.21666000000000002,3166.51
0.143922,1017.51,0.15766,6200.522800000001
0.14266199999999998,1220.49,0.24514,8070.8276
0.12132599999999999,2353.37,0.11878,8996.7708
0.155922,2591.71,0.14286,7714.1804
0.12872999999999998,1749.53,0.24417999999999998,6461.7292
0.14859,1327.5900000000001,0.10822000000000001,10810.146
0.171174,1751.23,0.1571,6851.8644
0.12147,2070.1499999999996,0.29354,7866.5508
0.12423,1785.23,0.1211,5925.921200000001
0.13677,2417.63,0.11606,10210.7108
0.127026,1820.25,0.10942,7910.0851999999995
0.135606,2408.79,0.25034,5524.0652
0.169302,1720.63,0.14634,6332.8004
0.142926,1366.35,0.21802,9748.5764
0.172542,1506.77,0.2341,10033.2244
0.134634,1274.55,0.15654,4313.474
0.14367,1993.65,0.21245999999999998,8258.360400000001
0.16665,1326.57,0.23622,4762.2132
0.13874999999999998,1768.5700000000002,0.25422,6674.378000000001
0.13293,1635.63,0.23498,5127.2324
0.124398,2086.13,0.28974,5813.7364
0.12517799999999998,2155.49,0.25922,6508.6124
0.132222,2119.45,0.18725999999999998,6902.0964
0.143886,2019.49,0.28534,3697.2948
0.158982,1573.4099999999999,0.29425999999999997,5405.1828000000005
0.159354,2155.15,0.1827,11237.118
0.145818,2507.73,0.20145999999999997,7193.442
0.13386599999999999,1630.53,0.19222,8295.197199999999
0.177198,1143.99,0.12858,7615.3908
0.14432999999999999,1554.0300000000002,0.11702,6498.566
0.139842,1806.31,0.2855,8075.8508
0.127014,1613.53,0.17714,10537.2188
0.16672199999999998,2510.45,0.23041999999999999,8487.7532
0.15836999999999998,1018.87,0.15486,6153.6396
0.15320999999999999,1825.69,0.20933999999999997,11034.5156
0.169086,1646.51,0.19302,7735.9476
0.153882,2349.29,0.26205999999999996,4336.9156
0.169314,2589.67,0.21514,9535.927599999999
0.152154,1228.31,0.27646,7697.4364
0.152142,1773.67,0.12298,10929.0284
0.178086,1827.73,0.12682,9705.042
0.12485399999999999,1164.73,0.29294,10451.824400000001
0.14746199999999998,1602.65,0.18569999999999998,4981.5596000000005
0.15381,2527.1099999999997,0.26078,5219.3243999999995
0.133374,2471.69,0.25222,4100.8252
0.142458,2614.83,0.2287,4827.5148
0.16047,1881.79,0.24026,4526.1228
0.170838,1610.81,0.26761999999999997,8131.106000000001
0.153474,1716.8899999999999,0.28286,10893.866
0.172842,2197.65,0.26849999999999996,4966.49
0.123486,1329.29,0.18066,8047.386
0.12609,1186.15,0.1057,8283.4764
0.15843,2409.8100000000004,0.15022,8579.8452
0.12843,2055.87,0.19913999999999998,4799.05
0.135246,1882.13,0.24858,10488.6612
0.126294,1180.37,0.15646,5502.298
0.14843399999999998,1071.91,0.26661999999999997,5246.1148
0.145026,1647.87,0.26186,4092.4532
0.123558,1288.15,0.11298,3059.3484
0.16289399999999998,2406.75,0.22638,3665.4812
0.16378199999999998,2699.15,0.15902,7479.7644
0.12344999999999999,2441.4300000000003,0.11886000000000001,3672.1788
0.14259,1544.85,0.24498,6485.1708
0.13378199999999998,1931.43,0.25782,7717.5292
0.15861,2643.3900000000003,0.1723,10284.384399999999
0.159042,1249.3899999999999,0.13166,10003.0852
0.13661399999999999,2057.23,0.15802,7960.3171999999995
0.12113399999999999,2364.25,0.28642,3355.7172
0.16899,1203.15,0.24978,4037.198
0.124662,1109.99,0.20494,6148.6164
0.15885,2205.4700000000003,0.16682,6403.1252
0.14374199999999998,1344.59,0.23458,11287.35
0.12281399999999999,2510.1099999999997,0.17354,10239.175599999999
0.12885,1467.67,0.22654,6234.0108
0.128622,1302.77,0.25182,8514.5436
0.12238199999999999,2456.3900000000003,0.1419,10697.961200000002
0.12513,1376.8899999999999,0.17274,5175.79
0.167922,1976.31,0.10550000000000001,8385.6148
0.12443399999999999,1800.19,0.23293999999999998,5390.1132
0.16635,1736.27,0.28662,7285.534
0.170478,2118.09,0.18658,9098.9092
0.15711,1080.41,0.29246,6475.124400000001
0.132906,2475.09,0.27449999999999997,5785.2716
0.139098,1585.65,0.1107,3851.3396000000002
0.176142,1197.37,0.1745,4894.4908
0.166194,1578.51,0.22534,5488.9028
0.173406,2019.83,0.1341,3320.5548
0.151494,2221.45,0.17246,3544.9244
0.12819,1200.43,0.28258,5724.9932
0.13287,1874.31,0.2421,3263.6252
0.153582,1987.87,0.18786,3066.046
0.147522,2679.09,0.28566,10957.4932
0.120858,2511.81,0.10002000000000001,4485.9372
0.125142,1319.0900000000001,0.28966000000000003,3390.8796
0.15187799999999999,1871.5900000000001,0.13574,10900.563600000001
0.17743799999999998,1238.85,0.23854,10080.1076
0.129438,1735.93,0.29922,6316.0563999999995
0.12249,1693.4299999999998,0.21306,9321.6044
0.165678,1863.77,0.1801,5128.906800000001
0.12042599999999999,2293.5299999999997,0.19402,7111.3964
0.12167399999999999,1897.77,0.12062,7103.0244
0.164094,2076.95,0.2175,8077.5252
0.163134,1188.87,0.1371,6438.2876
0.164922,1372.47,0.12466,3357.3916
0.137106,1480.9299999999998,0.14558,5150.674
0.14265,1632.57,0.21242,7257.0692
0.124086,2474.41,0.18954,9751.925200000001
0.153186,1692.75,0.20006,10892.1916
0.12007799999999999,1542.13,0.12342,4295.0556
0.124362,2671.6099999999997,0.26174,4648.354
0.136098,1407.15,0.14606,9591.1828
0.128418,2478.15,0.10654000000000001,5897.4564
0.13450199999999998,1227.29,0.1461,6706.1916
0.168438,1778.77,0.2243,9720.1116
0.130266,1900.4899999999998,0.19822,7297.254800000001
0.15917399999999998,1900.15,0.15034,11228.746000000001
0.169578,1031.45,0.27254,6486.8452
0.154782,1087.55,0.15638,10883.819599999999
0.133578,2056.8900000000003,0.27414,3791.0612
0.150138,1627.47,0.23737999999999998,8578.1708
0.13779,1353.43,0.27706,10411.6388
0.167274,1500.65,0.29513999999999996,3722.4108
0.148038,2314.6099999999997,0.19998,7580.2284
0.150714,2685.55,0.26598,9870.8076
0.147366,2436.67,0.20345999999999997,3491.3436
0.17517,1565.9299999999998,0.22458,3705.6668
0.13333799999999998,2497.87,0.16782,3580.0868
0.13838999999999999,1628.15,0.29725999999999997,3071.0692
0.137706,1088.57,0.15306,6689.4475999999995
0.165966,1540.43,0.22885999999999998,6823.3996
0.148362,2123.1899999999996,0.15214,5679.7844000000005
0.130914,1557.77,0.15482,7690.738799999999
0.121002,1241.57,0.28154,4817.4684
0.12387,1447.61,0.2455,5472.1588
0.130194,2106.1899999999996,0.23934,4152.7316
0.124122,1307.87,0.15826,6927.2124
0.165378,2272.45,0.27525999999999995,11041.213199999998
0.16447799999999999,1695.13,0.2017,11247.1644
0.130026,1097.75,0.19474,4593.0988
0.131262,1661.13,0.17358,10547.2652
0.175386,2362.21,0.26586,3380.8332
0.13289399999999998,2216.01,0.29378,7995.479600000001
0.138978,2596.81,0.19918,9388.5804
0.174006,2671.95,0.15394,4146.034
0.17703,2144.95,0.15894,3230.1372
0.159126,1341.53,0.29322,9191.001199999999
0.13989,1135.49,0.26026,10111.9212
0.130446,2192.55,0.22929999999999998,4132.6388
0.12117,1008.67,0.22858,4357.008400000001
0.13029,2241.8500000000004,0.28774,11319.1636
0.17241,2380.91,0.20526,6543.7748
0.161634,1898.4499999999998,0.17606,10115.27
0.143706,1260.95,0.24694,5467.1356
0.127782,1852.55,0.14250000000000002,7843.1092
0.16006199999999998,1348.33,0.12634,4608.1684000000005
0.16995,2327.5299999999997,0.10210000000000001,3640.3652
0.14571,1324.87,0.1135,5172.441199999999
0.132126,2146.31,0.15002,9957.876400000001
0.125022,1766.5300000000002,0.1755,7352.509999999999
0.12106199999999999,1677.45,0.2443,3074.418
0.127266,1363.97,0.21158,9628.0196
0.174282,2609.73,0.13478,8271.7556
0.178002,1088.91,0.26522,9644.7636
0.146586,1102.51,0.25661999999999996,10706.333200000001
0.147294,1275.23,0.28081999999999996,10887.168399999999
0.13852199999999998,2282.99,0.17214000000000002,8797.5172
0.129006,1122.91,0.23478000000000002,7769.4356
0.12693,1043.01,0.13466,6038.106
0.146946,2695.41,0.16702,9825.5988
0.160602,2191.19,0.21566000000000002,5438.6708
0.15961799999999998,1305.49,0.27622,11329.210000000001
0.177642,2383.29,0.11386,4120.918
0.163194,1877.37,0.23962,3069.3948
0.135798,2213.29,0.17086,5351.602000000001
0.167358,2602.93,0.23829999999999998,3464.5532
0.155526,1622.37,0.28062,4969.8387999999995
0.123246,1779.79,0.28169999999999995,3452.8324000000002
0.176526,1947.0700000000002,0.10698,3076.0924
0.174582,2141.21,0.13442,5025.094
0.15897,2187.45,0.2549,7401.0676
0.14439,1603.67,0.18166,9443.835599999999
0.124098,2364.93,0.1727,6228.9876
0.126786,1879.0700000000002,0.1565,7139.8612
0.157638,1136.85,0.21498,4671.7955999999995
0.154926,2518.27,0.15294,3914.9668
0.14217,1369.07,0.16266,5093.7444
0.159366,2542.0699999999997,0.14934,3975.2452
0.126642,1707.71,0.11734,9490.7188
0.161046,2182.69,0.29022,7782.8308
0.12131399999999999,1147.3899999999999,0.23722000000000001,6871.957200000001
0.16737,1878.73,0.22294,5210.9524
0.146598,2545.81,0.13382,3092.8364
0.12228599999999999,1624.75,0.23734,10441.777999999998
0.142122,1879.4099999999999,0.26561999999999997,8489.427599999999
0.12096599999999999,2063.35,0.2763,9026.91
0.12681,1931.09,0.21746,9381.8828
0.157722,1564.23,0.24802,3315.5316
0.16971,1256.19,0.16938,5756.8068
0.12016199999999999,1895.05,0.24781999999999998,6362.9396
0.146778,2393.15,0.29262,4994.9547999999995
0.152634,2071.17,0.20249999999999999,3099.534
0.14238599999999998,2665.49,0.16777999999999998,6527.0308
0.179814,2372.75,0.22629999999999997,6098.384400000001
0.129834,2090.21,0.27981999999999996,9293.139599999999
0.150534,1705.67,0.2975,5716.6212
0.165846,1567.97,0.2475,9760.2972
0.15063,2694.73,0.2771,5274.5796
0.160182,2569.27,0.21442,10024.8524
0.14762999999999998,1833.85,0.24914,8313.615600000001
0.172278,1339.49,0.18882,4069.0116
0.121014,2241.17,0.25398,11121.5844
0.12433799999999999,1774.35,0.13006,7751.0172
0.167394,2642.0299999999997,0.16574,8574.822
0.15545399999999998,1489.43,0.12854,7771.11
0.13239,2178.95,0.14198,5220.9988
0.163302,1126.99,0.2311,9445.509999999998
0.176202,2531.87,0.29581999999999997,5077.0004
0.15268199999999998,1204.51,0.15662,3161.4868
0.13084199999999999,1342.55,0.26058,7436.23
0.15459,1199.41,0.20166,4348.6364
0.163254,1161.67,0.29925999999999997,4507.7044000000005
0.13143,2591.37,0.1819,6945.6308
0.149994,1545.87,0.14174,6972.421200000001
0.12207,1091.29,0.21602,8963.2828
0.14355,2375.4700000000003,0.15410000000000001,8114.362
0.17158199999999998,1955.5700000000002,0.25202,5217.65
0.162486,1896.75,0.11698,9251.2796
0.175422,1714.85,0.1833,7633.809200000001
0.149202,1578.17,0.19097999999999998,7692.4132
0.17007,2445.17,0.11782000000000001,10595.8228
0.149478,2420.69,0.23862,7705.8084
0.14063399999999998,2330.9300000000003,0.19082,6220.615599999999
0.146094,2430.8900000000003,0.26398,3645.3884
0.14895,1215.39,0.17326,7799.574799999999
0.127866,1163.03,0.16718,11364.3724
0.124626,1869.21,0.12914,7476.4156
0.124914,1883.4900000000002,0.21014,10071.7356
0.174918,2538.33,0.1105,11016.0972
0.169626,1874.9900000000002,0.23066,8795.842799999999
0.167478,2233.3500000000004,0.22546,7792.877200000001
0.162606,2064.71,0.20049999999999998,5569.273999999999
0.159258,1050.83,0.22305999999999998,7382.6492
0.169458,2233.69,0.18869999999999998,8268.4068
0.126774,1254.83,0.1323,8109.3387999999995
0.13247399999999998,2392.13,0.20226,6897.073200000001
0.174066,1633.59,0.1233,8092.5948
0.15767399999999998,1058.65,0.15789999999999998,9107.2812
0.171426,1019.89,0.22462,10255.9196
0.17404199999999997,2084.4300000000003,0.27581999999999995,7392.6956
0.143958,1534.65,0.1277,10098.526
0.122718,1685.27,0.28713999999999995,4576.3548
0.160974,1013.43,0.14706,9366.8132
0.121518,1412.59,0.29438,4745.4692
0.155982,1063.41,0.1385,10786.704399999999
0.142518,1602.99,0.21866000000000002,5197.5572
0.16386599999999998,1264.35,0.10486000000000001,7533.3452
0.17044199999999998,1949.1100000000001,0.16474,6480.1476
0.171618,2612.79,0.18818000000000001,6515.3099999999995
0.134382,1340.51,0.14734,8775.75
0.132258,1484.67,0.19846,5179.138800000001
0.176094,1604.35,0.11178,4720.3532
0.15056999999999998,1958.97,0.28318,3536.5524
0.154194,1243.6100000000001,0.21402,3658.7836
0.133554,1539.41,0.19738,6218.941199999999
0.175998,1395.93,0.24258,5733.3652
0.157902,1444.55,0.14654,5632.9012
0.13419,1037.91,0.11666,6960.7004
0.162942,1152.15,0.29942,5652.994000000001
0.17477399999999998,1063.75,0.15302,9936.109199999999
0.17921399999999998,1979.71,0.11542000000000001,3189.9516
0.15537,1061.03,0.15606,3094.5108
0.143694,2324.81,0.1291,11347.6284
0.171918,1649.23,0.16766,4365.3804
0.120198,2190.17,0.29042,7128.1404
0.134742,2192.89,0.27102,10095.1772
0.179514,2541.39,0.10962000000000001,8628.4028
0.174834,2056.55,0.27522,8615.0076
0.146142,2021.19,0.10814,8735.5644
0.120498,1541.1100000000001,0.21702,6900.4220000000005
0.16111799999999998,1764.49,0.2561,5192.534
0.15862199999999999,1750.8899999999999,0.19446,10520.4748
0.144978,2439.73,0.12018000000000001,9159.1876
0.164202,2367.65,0.25438,8705.425200000001
0.17859,1265.03,0.19701999999999997,5845.55
0.12969,2303.73,0.11406000000000001,9221.1404
0.141762,1026.69,0.20754,10339.639599999999
0.132558,1300.05,0.19901999999999997,7223.5812
0.127338,1288.83,0.15534,10982.609199999999
0.174762,1011.05,0.15634,7491.4852
0.158886,1878.05,0.23642,10820.1924
0.14194199999999998,1960.67,0.18014,6652.6108
0.12784199999999998,1421.43,0.24214,4398.8684
0.129954,1482.97,0.29834,7148.2332
0.158358,1027.37,0.2891,8663.565200000001
0.165462,2497.5299999999997,0.12306,5164.0692
0.14726999999999998,1076.33,0.1013,3853.014
0.12675,2288.09,0.16834,5589.3668
0.12623399999999999,2516.5699999999997,0.17342,7766.0868
0.132054,2454.69,0.12514,10192.2924
0.154242,2284.01,0.18453999999999998,3412.6468
0.13511399999999998,1791.01,0.22238,7379.3004
0.134478,1170.85,0.19257999999999997,11275.6292
0.152946,2578.79,0.19166,3266.974
0.166398,1995.35,0.17974,9055.3748
0.13227,2212.27,0.22669999999999998,10530.5212
0.12043799999999999,1096.73,0.11054,6588.9836
0.14504999999999998,2201.73,0.20698,8348.777999999998
0.14240999999999998,1111.35,0.25214000000000003,11161.77
0.14282999999999998,2319.0299999999997,0.26558,3457.8556
0.125958,1703.29,0.2399,4842.5844
0.124938,1255.51,0.27878000000000003,5314.7652
0.12933,1780.13,0.26482,4504.3556
0.14427,2698.81,0.10106000000000001,10234.152399999999
0.17991,1399.67,0.24373999999999998,4812.4452
0.142542,1656.37,0.18958,3767.6196
0.14976599999999998,1474.81,0.1393,6470.1012
0.156414,1224.57,0.28574,8321.9876
0.14253,2477.13,0.1729,8015.5724
0.12103799999999999,2292.17,0.15834,5292.998
0.121746,2431.5699999999997,0.24878,8956.5852
0.14788199999999999,2673.31,0.10394,4889.4676
0.133218,1137.53,0.2697,4243.1492
0.13665,1429.59,0.2347,5174.115599999999
0.12853799999999999,1608.77,0.12874,5887.41
0.149094,2067.4300000000003,0.19466,9288.116399999999
0.17887799999999998,1401.03,0.2249,5232.7196
0.166794,2612.11,0.17458,7756.0404
0.140562,1114.75,0.14522000000000002,10646.054800000002
0.164082,1750.55,0.1177,11153.398000000001
0.17763,2443.4700000000003,0.14234,8926.446
0.141102,1544.17,0.1593,9157.5132
0.129762,1873.29,0.16538,4757.19
0.16477799999999998,2611.09,0.25673999999999997,5802.0156
0.16713,1090.61,0.13598,10517.126
0.14293799999999998,1066.47,0.15426,6816.702
0.15781799999999999,1886.21,0.1791,7561.8099999999995
0.135102,1258.5700000000002,0.13994,9976.2948
0.12375,1555.0500000000002,0.10466,9078.8164
0.17498999999999998,2467.27,0.23693999999999998,8613.333200000001
0.131382,1972.23,0.22954,3477.9484
0.15667799999999998,1858.67,0.27737999999999996,3045.9532
0.177366,1968.15,0.20986,4454.1236
0.175566,2183.0299999999997,0.29325999999999997,10753.2164
0.126834,1924.29,0.1205,3652.0860000000002
0.135294,1645.83,0.22382,5905.8284
0.13847399999999999,2275.85,0.19938,5604.4364
0.139542,1663.51,0.18522,7658.925200000001
0.133854,2072.5299999999997,0.18026,6748.0516
0.141786,2123.5299999999997,0.24605999999999997,6349.5444
0.16965,1965.4299999999998,0.2163,6453.3572
0.17202599999999998,2247.29,0.20142,4768.9108
0.146358,2210.5699999999997,0.20789999999999997,10262.6172
0.14610599999999999,2625.71,0.27546,7108.0476
0.12892199999999998,2380.23,0.2959,9309.883600000001
0.132102,2157.5299999999997,0.29645999999999995,8939.841199999999
0.15903,2696.77,0.21626,3901.5716
0.123414,1109.65,0.21042,3303.8108
0.140094,2675.3500000000004,0.29669999999999996,7287.2084
0.13035,1380.29,0.1623,7913.434
0.17077799999999999,1262.31,0.1307,5333.1836
0.130278,1379.95,0.18062,10830.2388
0.13701,1277.6100000000001,0.23202,4919.6068
0.155742,1864.11,0.20234000000000002,4465.8444
0.178554,1520.37,0.15382,6784.8884
0.129498,1915.4499999999998,0.19522,3620.2724
0.167298,2117.0699999999997,0.19125999999999999,10885.493999999999
0.17913,1108.29,0.22898,4007.0588
0.13794599999999999,1084.83,0.24725999999999998,4546.2155999999995
0.15123,1521.73,0.24261999999999997,5112.1628
0.12299399999999999,1937.8899999999999,0.19629999999999997,3226.7884
0.163182,1975.63,0.22829999999999998,5723.3188
0.13365,1765.85,0.10078000000000001,6130.198
0.14499,1136.17,0.16602,4223.0563999999995
0.157386,1337.45,0.1871,5455.4148000000005
0.142374,1716.55,0.19485999999999998,4650.0284
