,0,1,2,3,4,5
84,53.42023,13.1933565,-2.2026727,-10.65715,-1.0296772,29.010656
85,44.169193,10.30508,5.1417913,-7.421015,-9.744524,22.356443
86,40.298096,9.780722,3.3313665,-6.554062,-7.6855173,20.662878
87,42.549854,10.365376,3.384757,-6.898334,-7.997465,21.843248
88,54.237057,12.579824,5.2608213,-9.53649,-10.301966,27.614477
89,46.266056,10.531298,4.2347126,-8.525349,-8.04393,23.577332
90,45.818863,10.715119,5.0386147,-7.742108,-9.72779,23.240261
91,53.680496,12.447602,1.8015527,-10.456308,-5.4750175,27.952402
92,38.095276,8.755097,4.905712,-6.4772305,-8.831982,19.1937
93,42.078526,9.7967205,4.9676123,-7.081549,-9.341427,21.283915
94,46.429058,10.482101,3.9015872,-8.7937,-7.4066167,23.708412
95,39.11415,9.105655,4.6147113,-6.583228,-8.676915,19.784132
96,45.246586,10.574317,5.2044415,-7.5917163,-9.9256525,22.913656
97,51.115196,11.821705,4.59248,-9.1459675,-9.120545,26.081306
98,44.2555,10.258384,5.396894,-7.4741893,-9.993968,22.356342
99,43.16619,10.022589,5.1971354,-7.2803106,-9.676226,21.81539
100,47.7516,11.005234,0.8373709,-9.640132,-3.704831,25.006502
101,53.579086,12.406268,4.549125,-9.639955,-9.207587,27.383106
